text1	text2	label
excuse me ? - it might not be exciting or bohemian ... but at least it does n't have shovels propped up against the sofa , does it ?	it may not be so thrilling or bohemian ... but at least they 're not behind the couch with shovels , right ?	1
ok , anna , you 're free to go .	ok , anna , you can go .	1
even if i wanted to , i 'm a bastard , a snow .	imagine how angry she was !	0
we still go to meetings .	we 're still in session .	1
what use is grief ... to a horse ?	and what is the sadness ... of a horse ?	1
no way ! really ?	thanks for telling me .	0
why 's he going away ?	why did he leave ?	1
look , when i found her hanging there , i took the manuscript and i told lawrence to call it in ...	you really do n't have to work so hard .	0
'dujek onearm was the force behind this mission , ' duiker said .	'dujek onearm is behind this prize , 'duiker said .	1
but no matter how many i kill ... ... i could not bring back my family .	no matter how many times i killed i ca n't bring my family back	1
do n't be sorry , honey .	i 'm sorry .	1
the latter shall forward to the member states , within the shortest possible time , any appropriate information .	do n't you have the keys ?	0
caramba !	china is taking thousands of years .	0
look at their halo 's for instance , it is the shallow , round that seems very solid actually and embedded in those halo 's are fabulous jewels .	i have to go .	0
eboshi ! hold your fire !	eboshi , do n't shoot !	1
yes , to cremate your father	yes , to bury your father .	1
well , holly just de-kappa-tated me .	where , instead of paying the fine , a guarantee is granted , the fine shall continue to be reported as amount to be recovered .	0
said ... '' kind of hot . ''	they said ... `` pretty sexy . ''	1
be strong , my boy .	| | all contract and authorisation types 9.3.3 reports on payment of administrative fees related to contract	0
once agreed , the operational conclusions shall be attached to the minutes and their implementation shall be reviewed during any subsequent meeting of the sps sub-committee .	upon approval , the conclusions shall be added to the minutes and on any of the following meetings of the sps sub-committee , its implementation shall be checked .	1
..duke of gloucester .	duke of gloucester .	1
he felt caged , like a captive beast , within the limitations of practical details .	i 'm ready to bounce any attack .	0
there 's powerful magic in there .	it 's powerful magic .	1
afterward dunk could not have said whether he walked from the field under his own power or had required help .	he tried to claw his way out .	0
`` i have to go to work . ''	you know what people do , i understand , detective .	0
this demonstrates to the region as a whole that the european perspective is concrete and tangible .	for the entire region , it is clear evidence that the prospect of joining the european union is concrete and tangible .	1
say ... where did this money come from ?	but i can , rich , you know ?	0
`` not too bad , i think .	he said it was reficul .	0
there are times , it 's very difficult .	you can take turns .	0
go there !	get in there !	1
drop your shorts .	oh , i guess i did .	0
well , that was just pathetic . have n't you ever tried to get somebody to dump a celebrity before ?	did you ever try to get someone to break up with a celebrity ?	1
you got ta be like me .	records ?	0
now , then , who 's been bringing their pets on board ?	who brought pets on board ?	1
this is gon na be tricky .	go inside .	0
besides , i hear there 's an opening down here for an expert in gibberish .	if only i could talk to you for a moment , sir .	0
my seventh message .	okay , uh , that means everyone i 'm dead .	0
i did n't get to choose .	i could n't choose .	1
well , henry and i are acquainted .	the commission will continue to engage in italian exporters as the reasons for the initiation of a new investigation are extremely unconvincing .	0
check . a formula to win the ultimate win , the formula .	the winning end pattern .	1
i want to go home .	i 'm starting ?	0
although europe now has more biotechnology companies than the us , most of them are small and less mature than their competitors .	although more biotech companies are currently in europe than in the us , it is mostly about small and less advanced societies compared to their competitors .	1
they never got together again .	and we ended up ... ... in a huge mass of people , but people did n't really look like they were great .	0
'can you not just tell me ? '	put it down .	0
a flak jacket in good condition .	light bulletproof vest in good condition .	1
raylan . - raylan :	you 're getting on my nerves !	0
do not look .	the song of the wind was so loud , it drowned out any call except for the strongest scream .	0
'we should get back to the office now .	`` we should go back to the office now .	1
i guess i 've been busy . i could come by the house , pick you up one saturday night .	i can pick you up at your place ... ... on saturday night .	1
reddington : better make it a double .	you better do it double .	1
through us , you will become supreme ruler of earth .	through us you will be the master ruler of the earth .	1
it 's just been easier being close to medical .	what 's wrong with you ?	0
i think i 'm very sick .	when i found her , i took the manuscript	0
wh -- buy what -- this paper ?	what about buying something -- this newspaper ?	1
that a guy got reagan'ed , and we did n't even know it .	we reacted to that guy and we did n't even know it .	1
respecting the sacred institution of marriage .	i respect the sacred bond of marriage .	1
if my calculations are correct ... when this baby hits 88 miles per hour ... you 're going to see some serious shit .	he thinks you 're retarded .	0
co-medication with known inducers of ugt enzymes should be avoided due to a potential risk of decreased efficacy .	due to a possible reduction in efficiency , concomitant use with known inducers of enzymes from the ugt group should be avoided .	1
when we are together will be too late .	by the time we gather , it will be too late .	1
what is going on ?	what on earth is going on ?	1
do n't do this ... do n't ...	deacon , you should look at this .	0
